Event Date,Start Time,End Time,Event Name,Event Description,Event Location,Admission
01/18/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/18/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/18/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
01/19/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/19/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/19/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/19/2024,5:30 P.M.,8:00 P.M.,"Panel & Film Screening: NYS Celebrates Dr. Martin Luther King, Jr. 2024",Sin datos,"Mohawk Valley Resource Center for Independent Living, Utica",FREE
01/22/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/22/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/22/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/23/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/23/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/23/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/23/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
01/24/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/24/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
01/24/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/24/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/24/2024,6:00 P.M.,8:00 P.M.,CANCELLED Meet & Skate with the Adirondack Thunder,Sin datos,Empire State Plaza Ice Rink,FREE
01/25/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/25/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/25/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/25/2024,5:00 P.M.,6:00 P.M.,CANCELLED Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
01/26/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/26/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/26/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/29/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/29/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/29/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/30/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/30/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/30/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/30/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Empire State Plaza Convention Center,FREE
01/31/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/31/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
01/31/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
01/31/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/01/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/01/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/01/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/01/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
02/02/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/02/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/02/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/03/2024,9:00 A.M.,12:00 P.M.,Learn to Skate Clinics,Sin datos,Empire State Plaza Ice Rink,FREE
02/05/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/05/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/05/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/06/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/06/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/06/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/06/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Hart Lounge in the Egg,FREE
02/07/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/07/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
02/07/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/07/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/08/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/08/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/08/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/08/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
02/09/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/09/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/09/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/12/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/12/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/12/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/13/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/13/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/13/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/13/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Empire State Plaza Convention Center,FREE
02/14/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/14/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
02/14/2024,10:00 A.M.,2:00 P.M.,Cupid's Day Pop-Up,Valentine's Day Shop at the Plaza.,Empire State Plaza South Concourse,FREE
02/14/2024,10:00 A.M.,2:00 P.M.,Black History Month Celebration,"Join us in celebrating Black History Month with a craft show on the concourse! Vendors, a performance by DJ Intell Hayesfield, and delicious soul food will be available for purchase from Allie B's Cozy Kitchen.",Empire State Plaza South Concourse,FREE
02/14/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/14/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/15/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/15/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/15/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/15/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Hart Lounge in the Egg,FREE
02/16/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/16/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/16/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/18/2024,12:00 P.M.,2:00 P.M.,Mariah Bell at the Empire State Plaza Ice Rink,"Meet US Champion, Olympian, and Four-Time World Competitor Mariah Bell at the Empire State Plaza Ice Rink! Enjoy a solo performance by Mariah plus performances by The Hudson Mohawk Figure Skating Club, Albany Figure Skating Club, and Saugerties Figure Skating Club!",Empire State Plaza Ice Rink,FREE
02/20/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/20/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/20/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/20/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
02/21/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/21/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
02/21/2024,10:00 A.M.,2:00 P.M.,Lunar New Year Celebration,"Welcome to the Year of the Dragon! This year's Lunar New Year Celebration features fresh and frozen foods, a lion dance, giveaways, activities, and more.",Empire State Plaza South Concourse,FREE
02/21/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/21/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/22/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/22/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/22/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/22/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
02/23/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/23/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/23/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/26/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/26/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/26/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/27/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/27/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/27/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/27/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
02/28/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/28/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
02/28/2024,10:30 A.M.,1:30 P.M.,Child Poverty Reduction Advisory Council (CPRAC) - Eighth Meeting,Sin datos,Meeting Room 1 - Empire State Plaza Convention Center,FREE
02/28/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/28/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/29/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/29/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/29/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
02/29/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/01/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/01/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/01/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/02/2024,9:00 A.M.,12:00 P.M.,Learn to Skate Clinics,Learn to Skate Clinics,Empire State Plaza Ice Rink,FREE
03/02/2024,10:00 A.M.,4:00 P.M.,Hannaford Kidz Expo,FREE family fun at the Empire State Plaza.,Empire State Plaza Convention Center,FREE
03/04/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/04/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/04/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/05/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/05/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/05/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/05/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/06/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/06/2024,10:00 A.M.,2:00 P.M.,Empire State Plaza Farmers Market,Wednesdays from 10 a.m. - 2 p.m.,Empire State Plaza South Concourse,FREE
03/06/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/06/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/07/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/07/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/07/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/07/2024,5:00 P.M.,6:00 P.M.,Fitness at the Plaza presnted by Highmark Blue Shield,"Free and open to everyone regardless of age, fitness level, or experience. All participants are required to sign a waiver in order to participate. Participants must bring their own exercise mats and towels.",Cornerstone at the Plaza,FREE
03/08/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/08/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/08/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/11/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/11/2024,12:00 P.M.,12:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/11/2024,2:00 P.M.,2:45 P.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
03/12/2024,10:00 A.M.,10:45 A.M.,Tour the New York State Capitol,"Monday through Friday at 10:00 a.m.,  noon, and 2:00 p.m.",Information Desk in Capitol's State Street Lobby,FREE
